,IP,mount
633,3.1.8.72,0.0.0.24:/PQRST_VMVOL22
634,3.1.8.71,0.0.0.20:/abcd-hijkl1
634,3.1.8.71,0.0.0.24:/PQRST_VMVOL22
635,3.1.8.75,0.0.0.20:/abcd-hijkl1
635,3.1.8.75,0.0.0.24:/PQRST_VMVOL22
636,3.1.8.76,0.0.0.20:/abcd-hijkl1
636,3.1.8.76,0.0.0.24:/PQRST_VMVOL22
637,3.1.8.77,0.0.0.20:/abcd-hijkl1
637,3.1.8.77,0.0.0.24:/PQRST_VMVOL22
638,3.1.8.74,0.0.0.20:/abcd-hijkl1
638,3.1.8.74,0.0.0.24:/PQRST_VMVOL22
639,3.1.8.81,0.0.0.20:/abcd-hijkl1
639,3.1.8.81,0.0.0.24:/PQRST_VMVOL22
640,3.1.8.84,0.0.0.20:/abcd-hijkl1
640,3.1.8.84,0.0.0.24:/PQRST_VMVOL22
641,3.1.8.85,0.0.0.20:/abcd-hijkl1
641,3.1.8.85,0.0.0.24:/PQRST_VMVOL22
642,3.1.8.50,0.0.0.20:/abcd-hijkl1
642,3.1.8.50,0.0.0.24:/PQRST_VMVOL22
643,3.1.8.79,0.0.0.20:/abcd-hijkl1
643,3.1.8.79,0.0.0.24:/PQRST_VMVOL22
644,3.1.8.82,0.0.0.20:/abcd-hijkl1
644,3.1.8.82,0.0.0.24:/PQRST_VMVOL22
645,3.1.8.86,0.0.0.20:/abcd-hijkl1
645,3.1.8.86,0.0.0.24:/PQRST_VMVOL22
646,3.1.8.73,0.0.0.20:/abcd-hijkl1
646,3.1.8.73,0.0.0.24:/PQRST_VMVOL22
647,3.1.8.87,0.0.0.20:/abcd-hijkl1
647,3.1.8.87,0.0.0.24:/PQRST_VMVOL22
648,3.1.8.83,0.0.0.20:/abcd-hijkl1
648,3.1.8.83,0.0.0.24:/PQRST_VMVOL22
649,3.1.8.88,0.0.0.20:/abcd-hijkl1
649,3.1.8.88,0.0.0.24:/PQRST_VMVOL22
650,3.1.8.89,0.0.0.20:/abcd-hijkl1
650,3.1.8.89,0.0.0.24:/PQRST_VMVOL22
651,3.1.8.52,0.0.0.20:/abcd-hijkl1
651,3.1.8.52,0.0.0.24:/PQRST_VMVOL22
652,3.1.8.92,0.0.0.20:/abcd-hijkl1
652,3.1.8.92,0.0.0.24:/PQRST_VMVOL22
653,3.1.8.99,0.0.0.20:/abcd-hijkl1
653,3.1.8.99,0.0.0.24:/PQRST_VMVOL22
654,3.1.8.96,0.0.0.20:/abcd-hijkl1
654,3.1.8.96,0.0.0.24:/PQRST_VMVOL22
655,3.1.8.97,0.0.0.20:/abcd-hijkl1
655,3.1.8.97,0.0.0.24:/PQRST_VMVOL22
656,3.1.8.106,0.0.0.20:/abcd-hijkl1
656,3.1.8.106,0.0.0.24:/PQRST_VMVOL22
657,3.1.8.93,0.0.0.20:/abcd-hijkl1
657,3.1.8.93,0.0.0.24:/PQRST_VMVOL22
658,3.1.8.100,0.0.0.20:/abcd-hijkl1
658,3.1.8.100,0.0.0.24:/PQRST_VMVOL22
659,3.1.8.102,0.0.0.20:/abcd-hijkl1
659,3.1.8.102,0.0.0.24:/PQRST_VMVOL22
660,3.1.8.98,0.0.0.20:/abcd-hijkl1
660,3.1.8.98,0.0.0.24:/PQRST_VMVOL22
661,3.1.8.94,0.0.0.20:/abcd-hijkl1
661,3.1.8.94,0.0.0.24:/PQRST_VMVOL22
662,3.1.8.105,0.0.0.20:/abcd-hijkl1
662,3.1.8.105,0.0.0.24:/PQRST_VMVOL22
663,3.1.8.103,0.0.0.20:/abcd-hijkl1
663,3.1.8.103,0.0.0.24:/PQRST_VMVOL22
664,3.1.8.53,0.0.0.20:/abcd-hijkl1
664,3.1.8.53,0.0.0.24:/PQRST_VMVOL22
665,3.1.8.104,0.0.0.20:/abcd-hijkl1
665,3.1.8.104,0.0.0.24:/PQRST_VMVOL22
666,3.1.8.107,0.0.0.20:/abcd-hijkl1
666,3.1.8.107,0.0.0.24:/PQRST_VMVOL22
667,3.1.8.101,0.0.0.20:/abcd-hijkl1
667,3.1.8.101,0.0.0.24:/PQRST_VMVOL22
668,3.1.8.111,0.0.0.20:/abcd-hijkl1
668,3.1.8.111,0.0.0.24:/PQRST_VMVOL22
669,3.1.8.112,0.0.0.20:/abcd-hijkl1
669,3.1.8.112,0.0.0.24:/PQRST_VMVOL22
670,3.1.8.108,0.0.0.20:/abcd-hijkl1
670,3.1.8.108,0.0.0.24:/PQRST_VMVOL22
671,3.1.8.113,0.0.0.20:/abcd-hijkl1
671,3.1.8.113,0.0.0.24:/PQRST_VMVOL22
672,3.1.8.109,0.0.0.20:/abcd-hijkl1
672,3.1.8.109,0.0.0.24:/PQRST_VMVOL22
673,3.1.8.54,0.0.0.20:/abcd-hijkl1
673,3.1.8.54,0.0.0.24:/PQRST_VMVOL22
674,3.1.8.114,0.0.0.20:/abcd-hijkl1
674,3.1.8.114,0.0.0.24:/PQRST_VMVOL22
675,3.1.8.116,0.0.0.20:/abcd-hijkl1
675,3.1.8.116,0.0.0.24:/PQRST_VMVOL22
676,3.1.8.115,0.0.0.20:/abcd-hijkl1
676,3.1.8.115,0.0.0.24:/PQRST_VMVOL22
677,3.1.8.117,0.0.0.20:/abcd-hijkl1
677,3.1.8.117,0.0.0.24:/PQRST_VMVOL22
678,3.1.8.118,0.0.0.20:/abcd-hijkl1
678,3.1.8.118,0.0.0.24:/PQRST_VMVOL22
679,3.1.8.55,0.0.0.20:/abcd-hijkl1
679,3.1.8.55,0.0.0.24:/PQRST_VMVOL22
680,3.1.8.120,0.0.0.20:/abcd-hijkl1
680,3.1.8.120,0.0.0.24:/PQRST_VMVOL22
681,3.1.8.119,0.0.0.20:/abcd-hijkl1
681,3.1.8.119,0.0.0.24:/PQRST_VMVOL22
682,3.1.8.58,0.0.0.20:/abcd-hijkl1
682,3.1.8.58,0.0.0.24:/PQRST_VMVOL22
683,3.1.8.57,0.0.0.20:/abcd-hijkl1
683,3.1.8.57,0.0.0.24:/PQRST_VMVOL22
684,3.1.10.0,0.0.0.24:/PQRST_VMVOL20/userservice
684,3.1.10.0,0.0.0.32:/xyz17
685,3.1.10.1,0.0.0.24:/PQRST_VMVOL20/userservice
685,3.1.10.1,0.0.0.32:/xyz17
686,3.1.10.3,0.0.0.24:/PQRST_VMVOL20/userservice
686,3.1.10.3,0.0.0.32:/xyz17
687,3.1.9.161,0.0.0.20:/abcd-hijkl1
688,3.1.10.2,0.0.0.24:/PQRST_VMVOL20/userservice
688,3.1.10.2,0.0.0.32:/xyz17
689,3.1.10.5,0.0.0.24:/PQRST_VMVOL20/userservice
689,3.1.10.5,0.0.0.32:/xyz17
690,3.1.10.6,0.0.0.24:/PQRST_VMVOL20/userservice
690,3.1.10.6,0.0.0.32:/xyz17
691,3.1.10.4,0.0.0.24:/PQRST_VMVOL20/userservice
691,3.1.10.4,0.0.0.32:/xyz17
692,3.1.9.114,0.0.0.24:/PQRST_VMVOL20
692,3.1.9.114,0.0.0.20:/abcd-nas-db-vol1//db-backup-ntss
693,3.1.9.1,0.0.0.19:/abcd-1
694,3.1.9.13,0.0.0.19:/abcd-1
695,3.1.9.11,0.0.0.19:/abcd-1
696,3.1.9.12,0.0.0.19:/abcd-1
697,3.1.9.16,0.0.0.19:/abcd-1
698,3.1.9.14,0.0.0.19:/abcd-1
699,3.1.9.10,0.0.0.19:/abcd-1
700,3.1.9.15,0.0.0.19:/abcd-1
701,3.1.9.23,0.0.0.19:/abcd-1
702,3.1.9.17,0.0.0.19:/abcd-1
703,3.1.9.20,0.0.0.19:/abcd-1
704,3.1.9.18,0.0.0.19:/abcd-1
705,3.1.9.21,0.0.0.19:/abcd-1
706,3.1.9.19,0.0.0.19:/abcd-1
707,3.1.9.24,0.0.0.19:/abcd-1
708,3.1.9.2,0.0.0.19:/abcd-1
709,3.1.9.22,0.0.0.19:/abcd-1
710,3.1.9.27,0.0.0.19:/abcd-1
711,3.1.9.25,0.0.0.19:/abcd-1
712,3.1.9.26,0.0.0.19:/abcd-1
713,3.1.9.28,0.0.0.19:/abcd-1
714,3.1.9.3,0.0.0.19:/abcd-1
715,3.1.9.29,0.0.0.19:/abcd-1
716,3.1.9.31,0.0.0.19:/abcd-1
717,3.1.9.30,0.0.0.19:/abcd-1
718,3.1.9.33,0.0.0.19:/abcd-1
719,3.1.9.32,0.0.0.19:/abcd-1
720,3.1.9.34,0.0.0.19:/abcd-1
721,3.1.9.89,0.0.0.19:/abcd-1
722,3.1.9.38,0.0.0.19:/abcd-1
723,3.1.9.35,0.0.0.19:/abcd-1
724,3.1.9.37,0.0.0.19:/abcd-1
725,3.1.9.36,0.0.0.19:/abcd-1
726,3.1.9.4,0.0.0.19:/abcd-1
727,3.1.9.5,0.0.0.19:/abcd-1
728,3.1.9.6,0.0.0.19:/abcd-1
729,3.1.9.7,0.0.0.19:/abcd-1
730,3.1.9.9,0.0.0.19:/abcd-1
731,3.1.9.8,0.0.0.19:/abcd-1
732,3.1.8.191,0.0.0.19:/abcd-1
733,3.1.8.199,0.0.0.19:/abcd-1
734,3.1.8.192,0.0.0.19:/abcd-1
735,3.1.8.193,0.0.0.19:/abcd-1
736,3.1.8.194,0.0.0.19:/abcd-1
737,3.1.8.196,0.0.0.19:/abcd-1
738,3.1.8.197,0.0.0.19:/abcd-1
739,3.1.8.195,0.0.0.19:/abcd-1
740,3.1.8.198,0.0.0.19:/abcd-1
741,3.1.8.207,0.0.0.19:/abcd-1
742,3.1.8.205,0.0.0.19:/abcd-1
743,3.1.8.200,0.0.0.19:/abcd-1
744,3.1.8.239,0.0.0.19:/abcd-1
745,3.1.8.238,0.0.0.19:/abcd-1
746,3.1.8.206,0.0.0.19:/abcd-1
747,3.1.8.243,0.0.0.19:/abcd-1
748,3.1.9.111,0.0.0.19:/abcd-1
749,3.1.8.208,0.0.0.19:/abcd-1
750,3.1.8.209,0.0.0.19:/abcd-1
751,3.1.8.245,0.0.0.19:/abcd-1
752,3.1.8.236,0.0.0.19:/abcd-1
753,3.1.8.240,0.0.0.19:/abcd-1
754,3.1.8.241,0.0.0.19:/abcd-1
755,3.1.9.65,0.0.0.19:/abcd-1
756,3.1.8.237,0.0.0.19:/abcd-1
757,3.1.8.244,0.0.0.19:/abcd-1
758,3.1.8.242,0.0.0.19:/abcd-1
759,3.1.9.44,0.0.0.19:/abcd-1
760,3.1.9.66,0.0.0.19:/abcd-1
761,3.1.9.73,0.0.0.19:/abcd-1
762,3.1.9.63,0.0.0.19:/abcd-1
763,3.1.9.71,0.0.0.19:/abcd-1
764,3.1.9.68,0.0.0.19:/abcd-1
765,3.1.9.69,0.0.0.19:/abcd-1
766,3.1.9.76,0.0.0.19:/abcd-1
767,3.1.9.74,0.0.0.19:/abcd-1
768,3.1.9.77,0.0.0.19:/abcd-1
769,3.1.9.50,0.0.0.19:/abcd-1
770,3.1.9.52,0.0.0.19:/abcd-1
771,3.1.9.46,0.0.0.19:/abcd-1
772,3.1.9.79,0.0.0.19:/abcd-1
773,3.1.9.59,0.0.0.19:/abcd-1
774,3.1.9.60,0.0.0.19:/abcd-1
775,3.1.9.56,0.0.0.19:/abcd-1
776,3.1.9.54,0.0.0.19:/abcd-1
777,3.1.9.47,0.0.0.19:/abcd-1
778,1.1.25.20,1.1.132.15:/abcd_storage3
778,1.1.25.20,1.1.132.15:/abcd_storage4
778,1.1.25.20,1.1.132.15:/abcd_storage6
778,1.1.25.20,1.1.132.15:/abcd-
778,1.1.25.20,1.2.32.252:/PQRST_VMVol18
779,1.1.25.21,1.1.132.15:/abcd-vt-logs
779,1.1.25.21,1.2.10.210:/PQRST_186VOL01
779,1.1.25.21,1.2.10.210:/PQRST_BRIC9_VOL01
779,1.1.25.21,1.2.32.252:/PQRST_185VOL01
779,1.1.25.21,1.2.10.210:/PQRST_186VOL03
779,1.1.25.21,1.2.10.210:/PQRST_185_186VOL05
779,1.1.25.21,1.2.10.210:/PQRST_186VOL04
779,1.1.25.21,1.2.10.210:/PQRST_VMVOL03
779,1.1.25.21,1.2.10.210:/PQRST_VMVOL04
779,1.1.25.21,1.2.32.252:/PQRST_VMVOL06
779,1.1.25.21,1.2.32.252:/PQRST_VMVOL07
779,1.1.25.21,1.2.32.252:/PQRST_185_186VOL04
779,1.1.25.21,1.2.32.252:/PQRST_185VOL02
779,1.1.25.21,1.2.10.210:/PQRST_VMVOL09
779,1.1.25.21,1.2.10.210:/PQRST_VMVOL11
779,1.1.25.21,1.2.10.210:/PQRST_VMVOL12
779,1.1.25.21,1.2.10.210:/PQRST_VMVOL13
779,1.1.25.21,1.2.10.210:/PQRST_VMVol15
779,1.1.25.21,1.2.10.210:/PQRST_VMVol16
779,1.1.25.21,1.2.10.210:/PQRST_VMVOL28
779,1.1.25.21,1.2.10.210:/PQRST_VMVOL29
779,1.1.25.21,1.2.10.210:/PQRST_VMVOL30
779,1.1.25.21,1.2.10.210:/PQRST_BRIC9_TEMPSTOR
779,1.1.25.21,1.2.10.210:/PQRST_VMVOL31
779,1.1.25.21,1.2.10.210:/PQRST_VMVOL32
779,1.1.25.21,1.2.10.210:/PQRST_VMVOL33
779,1.1.25.21,1.2.32.252:/PQRST_VMVOL24
779,1.1.25.21,1.2.10.210:/PQRST_VMVOL34
779,1.1.25.21,1.2.10.210:/PQRST_VMVOL35
779,1.1.25.21,1.2.10.210:/PQRST_VMVOL36
779,1.1.25.21,1.2.10.210:/PQRST_VMVOL17
779,1.1.25.21,1.2.10.210:/PQRST_VMVOL38
779,1.1.25.21,1.2.10.210:/PQRST_VMVOL39
779,1.1.25.21,1.2.10.210:/PQRST_VMVOL40
779,1.1.25.21,1.2.10.210:/PQRST_VMVOL41
779,1.1.25.21,1.2.10.210:/PQRST_VMVOL43
779,1.1.25.21,1.2.10.210:/PQRST_VMVOL44
779,1.1.25.21,1.2.10.210:/PQRST_VMVOL45
779,1.1.25.21,1.2.10.210:/PQRST_VMVOL46
780,1.1.25.22,1.1.132.15:/abcd-
780,1.1.25.22,1.1.132.15:/abcd-
780,1.1.25.22,1.1.132.15:/abcd-1
781,1.1.25.25,1.2.10.210:/PQRST_186VOL01
781,1.1.25.25,1.2.32.252:/PQRST_185VOL01
781,1.1.25.25,1.1.132.15:/abcd-vt-logs
781,1.1.25.25,1.2.10.210:/PQRST_BRIC9_VOL01
781,1.1.25.25,1.2.10.210:/PQRST_186VOL03
781,1.1.25.25,1.2.10.210:/PQRST_185_186VOL05
781,1.1.25.25,1.2.32.252:/PQRST_BRIC9_TEMPSTOR/
781,1.1.25.25,1.2.10.210:/PQRST_186VOL04
781,1.1.25.25,1.2.10.210:/PQRST_VMVOL03
781,1.1.25.25,1.2.10.210:/PQRST_VMVOL04
781,1.1.25.25,1.2.32.252:/PQRST_185_186VOL04
781,1.1.25.25,1.2.32.252:/PQRST_185VOL02
781,1.1.25.25,1.2.10.210:/PQRST_VMVOL06
781,1.1.25.25,1.2.10.210:/PQRST_VMVOL07
781,1.1.25.25,1.2.10.210:/PQRST_VMVOL09
781,1.1.25.25,1.2.10.210:/PQRST_VMVOL11
781,1.1.25.25,1.2.10.210:/PQRST_VMVOL12
781,1.1.25.25,1.2.10.210:/PQRST_VMVOL13
781,1.1.25.25,1.2.10.210:/PQRST_VMVol15
781,1.1.25.25,1.2.10.210:/PQRST_VMVol16
781,1.1.25.25,1.2.10.210:/PQRST_VMVOL28
781,1.1.25.25,1.2.32.252:/PQRST_VMVOL24
781,1.1.25.25,1.2.10.210:/PQRST_VMVOL29
781,1.1.25.25,1.2.10.210:/PQRST_VMVOL30
781,1.1.25.25,1.2.10.210:/PQRST_VMVOL31
781,1.1.25.25,1.2.10.210:/PQRST_VMVOL32
781,1.1.25.25,1.2.10.210:/PQRST_VMVOL33
781,1.1.25.25,1.2.10.210:/PQRST_VMVOL34
781,1.1.25.25,1.2.10.210:/PQRST_VMVOL35
781,1.1.25.25,1.2.10.210:/PQRST_VMVOL36
781,1.1.25.25,1.2.10.210:/PQRST_VMVOL17
781,1.1.25.25,1.2.10.210:/PQRST_VMVOL38
781,1.1.25.25,1.2.10.210:/PQRST_VMVOL39
781,1.1.25.25,1.2.10.210:/PQRST_VMVOL40
